,1AO_17,1AO_20,1AO_23,1AO_22,1AC_17,1AC_20,1AC_23,1AC_22,1NO_16,1NO_18,1NO_21,1NO_10,1NC_16,1NC_18,1NC_21,1NC_10,2AO_17,2AO_20,2AO_23,2AO_22,2AC_17,2AC_20,2AC_23,2AC_22,2NO_16,2NO_18,2NO_21,2NO_10,2NC_16,2NC_18,2NC_21,2NC_10,3AO_17,3AO_20,3AO_23,3AO_22,3AC_17,3AC_20,3AC_23,3AC_22,3NO_16,3NO_18,3NO_10,3NC_16,3NC_18,3NC_21,3NC_10,4AO_17,4AO_20,4AO_23,4AO_22,4AC_17,4AC_20,4AC_23,4AC_22,4NO_16,4NO_18,4NO_21,4NO_10,4NC_16,4NC_18,4NC_21,4NC_10,5AO_17,5AO_20,5AO_23,5AO_22,5AC_17,5AC_20,5AC_23,5AC_22,5NO_16,5NO_18,5NO_21,5NO_10,5NC_16,5NC_18,5NC_21,5NC_10,6AO_17,6AO_20,6AO_23,6AO_22,6AC_17,6AC_20,6AC_23,6AC_22,6NO_16,6NO_18,6NO_21,6NO_10,6NC_16,6NC_18,6NC_21,6NC_10
asv00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046379864,0,0,0,0,0,0,0.011800802,0,0,0,0,0,0,0,0,0,0,0,0,0.003125244,0,0,0,0,0,0,0,0,0,0.009867528,0,0.022447109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv00626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011402205,0,0,0,0,0,0,0.017920184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092462308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002747555,0,0,0
asv00932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006660007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067050229,0,0,0,0,0,0,0,0,0,0
asv01796,0,0,0,0,0,0.011875732,0,0,0.015967809,0,0,0,0,0,0,0,0,0,0,0,0,0.006442137,0,0,0,0,0,0,0.021919999,0,0,0,0,0,0,0,0,0,0.011884954,0,0,0,0,0,0,0,0,0,0,0.024317701,0,0.006765246,0,0.010839605,0,0,0,0,0,0,0.00721303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv02091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084877534,0,0
asv02422,0,0,0,0,0,0,0,0,0,0,0,0,0.031745116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010092495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025366976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017300257,0,0,0,0,0,0,0,0,0,0
asv02966,0,0,0,0,0.008385242,0,0,0,0,0,0,0.005379429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020065153,0,0,0,0,0.001233441,0.002200753,0.00748237,0,0,0,0,0.005367038,0,0,0,0,0.006211731,0,0,0,0,0.013208985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009320533,0
asv02981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001998002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv03193,0,0,0.007158837,0,0,0.016919253,0.01526368,0,0.007185514,0,0.016366612,0,0.012986638,0,0,0.187686068,0,0,0,0,0.001923817,0,0,0,0,0,0,0,0.004402416,0,0,0.005381118,0,0,0,0,0,0,0,0,0,0,0,0.003194276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757614,0,0,0,0,0,0,0,0,0.012808197,0,0,0,0,0,0,0,0
asv03353,0,0,0,0,0,0,0,0,0,0,0.036824877,0,0.005964096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001991688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002747555,0,0,0
asv04580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066096974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv04972,0,0,0,0,0,0,0,0,0.004128478,0,0,0.008965715,0,0,0,0,0.001998002,0,0,0,0,0,0,0,0,0.002280987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031228652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003728213,0
asv05369,0,0,0,0,0,0,0,0,0.007224837,0,0,0,0.042326477,0.004467397,0.031048483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002868083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv05449,0,0,0,0,0.003593675,0,0,0,0,0,0,0,0,0,0,0,0.002078944,0.001554936,0.002598618,0,0,0,0.005964897,0,0,0.001520658,0.007312156,0,0,0,0,0,0.002542815,0,0.003140654,0,0.002817894,0,0.005282202,0,0,0,0,0.00428427,0.006056202,0.006605347,0,0,0.004401505,0.00748237,0,0,0,0.00309703,0,0,0,0,0,0.003549561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002220052,0,0,0.003200512,0.004155643,0,0,0,0,0,0,0,0,0,0,0
asv05457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041310692,0,0,0,0,0,0,0,0,0,0,0.001905815,0,0,0,0,0,0.011340279,0,0.011388595,0,0,0,0,0,0,0,0.001534755,0,0,0,0,0,0,0,0.008983005,0,0,0,0,0,0,0,0,0,0,0.004282509,0.048840049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007845822,0,0
asv05487,0,0,0,0,0,0,0,0,0,0,0,0,0.014621855,0,0,0.0194158,0,0,0,0,0,0,0,0,0.005900401,0,0.003133781,0,0,0,0,0,0,0.003947514,0,0,0,0,0,0,0,0,0,0,0,0.003302674,0.036855908,0,0,0,0,0.005798782,0.011950128,0,0.028176951,0.012807278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010821674,0,0,0,0,0,0,0,0,0,0,0,0,0
asv05733,0,0,0,0,0,0,0,0,0,0,0.022504092,0,0,0,0,0,0,0,0,0,0,0,0.004473672,0,0,0,0,0,0,0,0,0,0.011274911,0.006629872,0,0.017836874,0.006340261,0,0,0,0.005510654,0,0,0,0,0,0,0,0,0,0,0.0068164,0,0.02167921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv05987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003243068,0,0.018751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021729826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv06411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05351797,0,0,0,0,0,0
asv06972,0,0,0,0,0.003390175,0,0,0,0.006056191,0.010763104,0,0,0.005964096,0,0,0,0.001998002,0.020830358,0,0,0.004812253,0.027890941,0.007456121,0.01073093,0,0,0.013579718,0,0,0,0,0.006726397,0,0.002603895,0.017273598,0.006486136,0.004084522,0,0.003961651,0,0,0,0,0,0,0.009908021,0,0,0.011003763,0,0,0.013530492,0,0.010839605,0.008050558,0,0,0,0,0,0,0,0,0.00226258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003456739,0.007111769,0,0,0.00484825,0,0,0.007684918,0,0,0,0,0.015435104,0,0.003728213,0
asv07326,0,0,0.02147651,0,0,0,0,0,0.011353315,0,0.010229133,0,0.016401264,0,0,0,0,0,0,0,0,0,0,0,0.005708284,0,0,0,0.017225416,0.007264509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010734077,0,0.003069509,0,0.011987122,0.011536072,0.013704756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041409527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv08769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002975765,0.226079726,0.020907927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv08959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088071167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv09059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057773784,0,0
asv09423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009685315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv10280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006219744,0,0,0,0,0,0,0.011416568,0,0,0,0.037860778,0.014816151,0,0,0,0,0,0,0,0,0,0,0.051927393,0,0,0,0,0,0,0,0.006602258,0,0,0,0,0.01858218,0,0,0.001830273,0.005619951,0.046236044,0,0,0,0.003212851,0,0,0.053480021,0.027739679,0,0,0,0,0.010700117,0,0.083347225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047140402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv10545,0,0,0,0,0.042377191,0.003811963,0,0,0,0,0,0,0,0.046460928,0.052543587,0,0.002664003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002114046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011340279,0,0,0,0,0,0,0,0,0.00325087,0.003069509,0,0,0,0,0,0,0,0,0.006366669,0,0,0,0,0,0,0,0.014585764,0.017512113,0,0,0,0,0.005185108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv11944,0,0,0,0,0,0,0,0,0,0,0,0,0.004328879,0,0,0,0.00807295,0.00518312,0.012993088,0.01698769,0.004124789,0,0,0,0.00342497,0.010953044,0,0,0,0.003228671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004063587,0,0,0,0,0,0,0,0.005279353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv11978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055204917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv12057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122307035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv12395,0,0,0,0,0,0,0,0.005106079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009958398,0.009020154,0,0,0,0,0,0,0,0.003947514,0,0,0.008453681,0,0,0,0,0,0,0,0,0,0,0.002466882,0,0,0,0.0017041,0,0,0,0,0,0,0.005137338,0,0,0,0,0,0,0.011460005,0,0,0,0,0,0,0,0,0,0.009421519,0.006660007,0,0,0,0.004011392,0,0,0,0,0,0,0,0.003344873,0,0,0,0,0,0
asv12595,0,0,0,0,0,0,0,0,0,0,0,0.039449146,0,0,0,0,0.005328005,0,0,0,0,0.146974849,0,0,0.023601605,0,0.102370183,0.135976526,0,0.907771293,0.094913416,0,0,0.071844752,0.007851635,0,0,0,0,0,0.392635029,0,0,0,0,0,0,0,0.076847676,0,0,0.004832319,0.00331948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013620532,0,0,0,0.033093954,0.005185108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067143385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151722,0,0,0,0,0,0,0,0.00487111,0,0,0,0,0,0,0,0.054263082,0,0,0,0,0,0,0,0,0,0
asv13885,0,0,0,0,0,0,0,0,0,0,0,0,0.028329457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042300496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv14221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv14236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004035838,0,0.03211471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034748651,0,0,0,0,0,0,0,0,0,0,0,0.008086951,0,0,0,0
asv14999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047074935,0,0
asv15681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021326785,0,0,0,0,0,0,0.013895607,0,0.015496068,0.012107515,0,0,0,0,0,0,0,0.013612851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01238812,0,0.005978537,0.009032186,0,0,0,0.009125461,0,0.014457831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002770428,0,0,0,0,0,0,0,0,0,0,0
asv16553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003356324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002421503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008960092,0,0,0,0,0,0,0,0.001781028,0,0.004025279,0,0.003836886,0,0,0,0.020708473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487111,0,0,0,0,0,0,0,0.006769666,0,0,0,0,0,0,0,0,0,0
asv16790,0,0,0,0,0,0,0.012719733,0.017871276,0,0.008483072,0.012274959,0,0,0.011288842,0.011941724,0,0,0,0,0,0.007695267,0,0.005964897,0.022994849,0,0.004510077,0,0,0,0,0,0.021524471,0,0,0,0,0.00544603,0.077096058,0.007923302,0,0,0.004244762,0,0,0,0.013210694,0.011340279,0.004317044,0,0.00748237,0,0.0034082,0.066019346,0,0,0.011378044,0.003660545,0.01826484,0,0.015973023,0.007800312,0,0.024096386,0,0,0,0.003082187,0,0.055300597,0,0.018628526,0,0.006892885,0,0,0.006678956,0,0,0.029784558,0.002220052,0,0.023189302,0,0,0.070537604,0,0,0,0,0,0.016173902,0,0,0.01118464,0.063226826
asv18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143850181,0,0,0,0.002073248,0,0,0,0,0,0,0.002622401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002561639,0,0,0,0,0,0.003019749,0,0
asv18038,0,0,0,0,0,0,0,0,0,0.004036164,0,0.010758858,0,0,0,0,0,0,0,0,0,0.003282078,0,0.00613196,0,0,0,0,0.003229766,0,0,0,0,0.003947514,0,0,0,0.009781601,0.002641101,0.01089028,0,0.00356502,0,0,0.006612137,0.009908021,0,0,0,0,0,0,0.011599029,0.01548515,0.016101115,0,0,0,0,0.00177478,0.002163909,0,0,0,0,0,0,0.001612591,0.003382263,0,0,0,0,0,0,0,0.008880009,0,0.009928186,0,0.004267061,0.006183814,0.004800768,0.00484825,0,0,0.007684918,0,0,0,0,0,0,0,0
asv18273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002380612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002603895,0,0.003243068,0,0,0,0,0,0,0,0,0,0,0,0.008482245,0,0.009352962,0,0,0,0,0,0,0.005371641,0.002809975,0,0,0,0,0,0.007541933,0.010923821,0.002546668,0.006164373,0,0,0,0,0.003292344,0.006660845,0,0.023349483,0,0.004440004,0.00505076,0,0.02060629,0,0.006183814,0.006401024,0,0,0,0,0.004307498,0,0,0.016173902,0.002747555,0.003566283,0,0
asv19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045055998,0,0,0,0,0,0
asv19056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054888127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv19104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069695332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv19109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009324009,0,0,0,0,0.056690803,0,0.01073093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv19178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005873567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003229766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23261946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv19322,0,0,0,0,0,0.001524785,0,0,0.003193562,0,0,0.010758858,0,0,0,0,0.002078944,0.001785459,0,0,0.001923817,0.015589872,0,0,0,0,0.007312156,0,0,0.004251188,0,0,0.002114046,0.002603895,0,0,0,0,0,0,0,0,0,0,0.005376055,0,0.017010419,0,0.001626942,0,0,0,0,0,0,0,0,0,0,0.007986512,0,0,0,0,0,0,0,0,0,0,0,0.002246922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301864,0,0,0,0,0,0,0,0,0
asv19627,0.053367726,0.037589275,0.084116331,0.090589364,0.055814151,0.008503611,0.086494187,0.028083433,0.022433578,0.082940458,0.049099836,0.125520011,0.021644397,0.201669269,0.00955338,0.012943867,0.117592427,0.176112999,0.10524401,0.270496302,0.166880115,0.021265775,0.101403242,0.141035075,0.140819065,0.119442138,0.044917529,0.14850068,0.01174243,0.063085091,0.178204781,0.049775338,0.009865547,0.001579006,0.015703271,0.009729204,0,0,0,0,0,0.005659683,0,0,0.003028101,0,0.009922744,0,0.004401505,0.033670663,0,0.01113991,0.007404993,0,0.017442875,0.007865573,0.008541273,0,0,0,0,0,0.006425703,0.009552346,0.017010127,0.034380014,0.016952026,0.004302124,0.003034441,0.023519082,0.006209509,0.005613377,0.004929771,0.018753126,0.009728951,0.014489549,0,0,0.004964093,0.013821967,0.006017089,0.013913581,0.065610498,0.020782702,0.028067112,0.042260961,0.026897214,0.019383741,0.027804028,0.035214086,0.032347804,0.023501355,0.016191813,0.02236928,0
asv19788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017758093,0,0.015848698,0,0,0,0,0,0,0,0,0.004687866,0,0,0.008472771,0,0.009442425,0,0.028672294,0,0,0,0.152770206,0,0,0,0,0,0,0.048837215,0.001220182,0.185458377,0,0,0,0,0,0,0.107239296,0,0.035445145,0,0,0,0,0.026576793,0.059081868,0,0.025295274,0,0,0,0,0.003456739,0.090043965,0.020097395,0.107217155,0,0,0,0,0.209709893,0,0.006402561,0,0,0,0.014912853,0
asv20173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043787157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv20286,0,0,0,0,0.253090595,0,0.010175787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002749859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006708798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452796,0,0,0,0,0,0,0,0,0
asv21439,0,0,0,0,0,0,0.081406294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018833912,0,0,0,0,0,0.032006198,0.014526054,0,0.003673769,0,0,0.002129517,0,0,0.07229428,0,0,0,0,0,0.011911826,0,0,0,0,0,0,0,0,0.4643922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02997756,0,0,0,0,0,0,0,0.002770428,0,0,0,0,0,0,0,0.013250575,0,0.003728213,0
asv23189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010786556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004394754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009084302,0,0.015592884,0,0.016505645,0,0,0,0.126101931,0,0,0,0.00844115,0,0,0.023959535,0,0,0,0,0,0,0,0,0.017448035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022577894,0,0,0,0,0,0
asv23353,0,0,0,0,0,0,0,0,0,0,0,0,0.007214799,0,0,0,0,0,0,0,0,0,0,0,0,0.003221483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005102471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002569505,0,0,0,0,0.003555884,0,0,0,0,0,0,0.096626406,0,0,0,0,0,0,0
