,1AO_17,1AO_20,1AO_23,1AO_22,1AC_17,1AC_20,1AC_23,1AC_22,1NO_16,1NO_18,1NO_21,1NO_10,1NC_16,1NC_18,1NC_21,1NC_10,2AO_17,2AO_20,2AO_23,2AO_22,2AC_17,2AC_20,2AC_23,2AC_22,2NO_16,2NO_18,2NO_21,2NO_10,2NC_16,2NC_18,2NC_21,2NC_10,3AO_17,3AO_20,3AO_23,3AO_22,3AC_17,3AC_20,3AC_23,3AC_22,3NO_16,3NO_18,3NO_10,3NC_16,3NC_18,3NC_21,3NC_10,4AO_17,4AO_20,4AO_23,4AO_22,4AC_17,4AC_20,4AC_23,4AC_22,4NO_16,4NO_18,4NO_21,4NO_10,4NC_16,4NC_18,4NC_21,4NC_10,5AO_17,5AO_20,5AO_23,5AO_22,5AC_17,5AC_20,5AC_23,5AC_22,5NO_16,5NO_18,5NO_21,5NO_10,5NC_16,5NC_18,5NC_21,5NC_10,6AO_17,6AO_20,6AO_23,6AO_22,6AC_17,6AC_20,6AC_23,6AC_22,6NO_16,6NO_18,6NO_21,6NO_10,6NC_16,6NC_18,6NC_21,6NC_10
asv13803,0,0,0.080536913,0,0,0,0,0,0.011353315,0,0.012274959,0,0.016401264,0,0,0.006471933,0,0,0,0,0.00137493,0,0,0,0,0.004561974,0.007312156,0,0,0,0,0,0,0.005207791,0,0,0,0.004196462,0.034334311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004703816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv21817,0,0,0.10917226,0.082596185,0.043247842,0.014485461,0,0.081697261,0.030963587,0.049846423,0.018412439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012558224,0,0.022981062,0,0,0.010493179,0,0,0,0,0.026695561,0,0,0,0,0.019057991,0,0,0,0,0,0,0,0.032695539,0,0,0,0,0,0,0.013417596,0,0,0,0.027399137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008565017,0,0,0,0.008140189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv27966,0.03110033,0,0.161073826,0.053287861,0,0.007917155,0.012719733,0.017871276,0.02299824,0.009417716,0,0,0.020874336,0.001786959,0,0,0,0,0,0,0,0,0,0,0,0,0.005222969,0,0,0,0.013559059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005619951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv31143,0,0,0.055480984,0,0,0.016626025,0.025439467,0.04340167,0.021304256,0.009254261,0.014320786,0.007172572,0,0,0.019106759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011622051,0,0,0.002368508,0,0,0,0,0,0,0.003811629,0,0,0,0,0,0,0.004317044,0.007702634,0,0,0,0,0.00619406,0,0,0,0.007024939,0,0,0.003606515,0,0,0,0.006511143,0,0,0,0,0,0,0,0,0,0,0.005343165,0.005845333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv36913,0,0,0.051901566,0.063945433,0.006780351,0.011875732,0.066142614,0.04340167,0.02196612,0.01865521,0.016366612,0.019724573,0.038766625,0.143197401,0,0.015101178,0,0,0,0,0.002885725,0,0,0,0,0,0,0,0,0,0.023244102,0,0,0,0,0,0,0,0.006602752,0,0,0,0,0,0,0,0,0.010918759,0.015263535,0,0,0,0,0,0.009392317,0.00523122,0,0.009834914,0,0,0.012966889,0,0.009638554,0,0,0,0,0,0,0,0,0,0.006899167,0,0,0,0,0,0,0.005920137,0,0,0.00800128,0,0,0,0,0,0,0,0,0,0.006039498,0,0
asv40643,0.024460208,0,0,0.018650751,0,0,0.094126027,0,0,0,0,0,0.005771839,0,0,0,0.008099931,0.00259156,0,0,0,0,0,0,0.006556001,0,0,0,0,0.006672691,0,0,0,0,0,0.017836874,0.002817894,0,0,0,0,0.00475336,0,0,0,0,0,0,0.009903387,0,0,0,0,0,0,0,0.007673773,0,0,0,0.001442606,0,0,0,0,0,0,0,0,0,0,0,0,0.010418403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009320533,0
asv20004,0,0,0.023266219,0,0,0,0.027983413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013699568,0,0,0,0,0,0,0,0,0.00725666,0,0,0,0.009053945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv30447,0.021770231,0,0,0.077267398,0.007627894,0.034336994,0.096669974,0.04340167,0.03947283,0.041183129,0.036824877,0,0,0.090210126,0.028660139,0,0.003330003,0.012746852,0.011693779,0,0.008657176,0,0,0.013796909,0.013767603,0,0,0.019680813,0,0,0,0,0.003178518,0.012151512,0,0.006486136,0,0,0.013205504,0,0,0,0,0,0.003028101,0,0,0.01171769,0.005501882,0.009352962,0,0.008698173,0.015269608,0.01238812,0,0.005689022,0,0,0,0,0,0,0.017670683,0,0.009301633,0.005093335,0.023116399,0,0,0,0,0,0,0,0,0,0.005845333,0,0,0.008880206,0,0,0,0,0.00150437,0.0075466,0,0,0,0,0,0.002747555,0,0,0
asv37529,0.036283718,0.008770831,0,0,0,0.059378662,0.08395024,0,0.020758152,0,0,0,0.052811709,0,0,0,0.024380736,0.030352807,0,0,0.005499718,0,0,0.019928869,0.018356804,0,0,0,0.003521933,0,0.029055127,0,0.008456183,0.024229441,0,0.030809145,0,0,0.026411008,0,0,0.0118834,0,0,0,0.011559357,0,0,0,0,0,0,0,0,0,0,0,0.014049877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009928186,0,0,0,0,0.011081714,0,0,0,0,0,0,0,0,0,0,0
asv51171,0,0,0,0,0.007627894,0.00870887,0.035615254,0.028083433,0,0,0,0,0,0.013425297,0.026271794,0,0,0.007774679,0,0,0,0,0.01789469,0,0.011145202,0.006442967,0,0.032204967,0,0,0,0,0,0,0,0,0.009862628,0,0,0,0,0,0,0,0.003584037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020203041,0,0,0.006400592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv18574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067010954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003575873,0,0,0,0,0,0
asv33954,0.026953619,0,0.019686801,0.015986358,0,0,0.0381592,0.007659118,0,0.005398319,0,0,0,0,0,0,0.008153893,0,0,0,0,0,0,0,0,0,0,0,0,0.003228671,0,0,0,0,0.01099229,0.004864602,0,0,0,0.00544514,0,0,0,0,0,0,0,0.004933764,0,0,0,0,0,0,0.010734077,0.002241951,0.005352586,0,0,0,0.003606515,0,0,0,0,0,0.00924656,0.004837773,0.004227829,0.004703816,0,0.00411543,0.005908187,0,0,0.002671582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv46777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047689214,0,0
asv05645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053616004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv05965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003178518,0,0.009421963,0,0,0,0,0,0.016199424,0,0,0,0,0,0,0,0.003253884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01402615,0.010711402,0,0,0,0,0.004703816,0,0,0,0,0,0,0,0,0,0.008880206,0,0.012367628,0.00800128,0,0,0,0,0,0,0,0,0,0,0,0
asv29239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008597342,0.004650817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010489396,0.007019937,0,0,0,0,0,0,0.018325698,0,0,0,0,0,0,0
asv53057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007551729,0,0,0,0.005701432,0,0,0.00137493,0,0.026842035,0,0,0,0.020891874,0.025048307,0.028175463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007168073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv00469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001678162,0,0,0,0,0,0,0,0,0,0,0,0.00386578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003811629,0,0,0.010282248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003212851,0,0,0,0,0,0,0,0,0,0,0,0,0.015141896,0,0,0,0,0,0,0.004800768,0,0,0,0,0,0.00501731,0,0.012939121,0,0,0,0
asv03106,0,0,0,0,0,0.003811963,0,0,0,0,0,0,0,0,0,0.004314622,0,0.004166072,0.011693779,0,0,0.002461559,0.019385914,0.00919794,0,0,0.006267562,0,0.011446282,0,0,0.026905588,0.001907111,0,0.003140654,0,0,0,0,0,0.005717444,0,0,0.021604019,0.002688028,0.006605347,0.004252605,0.009381633,0.005501882,0,0,0,0.005764405,0.00619406,0.002683519,0,0,0,0,0,0.004327818,0,0,0,0,0,0.006164373,0,0,0,0,0,0,0,0,0,0,0,0,0.001480034,0,0,0,0,0,0,0,0,0,0.009603842,0,0,0.00213977,0,0
asv03468,0,0,0.02147651,0,0.005989459,0.010673498,0.04579104,0.017871276,0.034955539,0,0,0.086070865,0,0.003356324,0.064485312,0,0,0,0.007795853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006943721,0,0,0.001361507,0.003357169,0,0,0,0,0,0,0.004037468,0.013210694,0,0,0,0,0,0,0,0,0.010734077,0,0,0,0,0,0,0,0,0,0,0,0.003082187,0,0,0.021951143,0,0,0,0,0,0,0,0,0.011582884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv12130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016546977,0,0,0,0,0,0.127861286,0,0,0,0,0,0,0,0,0,0
asv17254,0,0,0,0,0,0,0,0,0,0.004036164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011622051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv30255,0,0,0,0,0,0,0,0,0,0.007711884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004097845,0,0,0,0,0,0,0,0.002368508,0,0.003243068,0,0,0,0,0,0,0,0,0,0,0,0,0.006555013,0,0,0,0,0,0.012075836,0.002989269,0,0,0,0,0.005460218,0,0,0,0,0,0,0,0,0,0,0.002469258,0,0,0,0,0,0,0,0,0,0,0.004800768,0,0,0,0,0,0,0,0,0,0.014471974,0,0
asv40012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004272993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03825251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv43946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004800768,0,0,0,0,0,0,0,0,0,0.042962118,0,0
asv46392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005550006,0,0,0,0,0,0,0,0.117258155,0,0,0,0,0,0,0,0,0,0
asv49142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002885725,0,0.010438569,0,0,0,0,0,0,0.019372024,0,0,0,0.002368508,0,0,0,0,0.005282202,0,0,0,0.251404561,0,0,0,0,0.00293176,0.005694298,0,0,0,0,0,0,0,0.002302132,0,0,0.010648682,0,0,0.032128514,0.002563796,0.006591632,0,0,0,0,0,0,0,0,0.004167361,0,0.015417031,0,0.01515228,0,0,0,0,0,0,0,0,0,0,0,0.014405762,0,0,0,0,0
asv51235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014912241,0.00306598,0,0,0,0,0,0,0,0.005381118,0,0,0,0,0,0.019303723,0.015846605,0,0,0,0,0,0.015798945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004007374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv55046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004178375,0,0,0.004843006,0,0.005381118,0,0,0,0,0,0,0,0,0,0,0,0,0.011103036,0,0,0,0,0,0,0,0.004749409,0,0,0,0,0,0,0.007986512,0.023492792,0,0,0,0,0,0,0,0.004551661,0,0,0,0,0,0,0.001713003,0.007793777,0,0,0,0,0,0,0,0.015795887,0,0,0,0,0,0,0.001831703,0,0,0
asv07457,0,0,0.019686801,0,0,0.030759613,0,0,0.004790343,0,0,0.026897145,0,0,0,0,0,0,0.005197235,0,0.004812253,0,0,0,0.003933601,0,0,0,0,0,0,0,0,0,0,0,0,0.003906555,0,0,0,0.00475336,0,0,0,0,0,0,0.009761653,0,0,0,0.005311168,0,0.016101115,0,0.013774682,0.009834914,0,0.015085633,0,0,0.014457831,0.00452516,0.004943724,0,0,0,0.005310272,0,0.018628526,0,0,0,0,0.008565017,0,0,0.013237581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033597052,0,0
asv24833,0,0.013782734,0,0,0,0,0,0,0,0,0,0.032276574,0,0,0,0,0,0.004664808,0,0.015680945,0,0.005153709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020130695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005736165,0,0,0,0.007489739,0,0.014585764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021138244,0,0
asv26186,0,0,0,0,0,0,0,0,0,0,0,0.012552001,0,0,0,0,0.007326007,0.012439487,0,0,0.013466718,0,0,0,0,0,0.009401343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004155733,0,0.046961585,0,0.007321091,0,0,0,0.010098241,0,0,0,0.00837147,0.011460005,0,0,0,0,0,0,0,0,0,0.015417031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010065831,0,0
asv31533,0.06559783,0.031324395,0,0,0,0.003049571,0,0,0,0,0,0,0,0,0,0,0,0.003628184,0,0,0.003847634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002440413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv40907,0,0,0,0,0,0,0,0,0.015481793,0,0,0,0.023856385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv42582,0,0,0,0,0,0,0.0381592,0,0,0.026383861,0.028641571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006765246,0,0,0.018784634,0.00523122,0,0,0,0,0,0,0,0,0.004650817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv43341,0,0,0,0,0.010170526,0,0,0,0.010379076,0,0,0,0,0.016781621,0,0,0,0.004146496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01014679,0,0.022768199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv43876,0,0,0,0,0,0,0,0.022977355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023195129,0,0,0,0,0,0,0,0,0,0,0,0,0.010711402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005025414,0,0,0,0,0.012078997,0,0
asv54496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013425297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008208929,0,0,0,0,0,0,0,0.008939891,0,0,0,0,0,0,0.038554217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006049293,0,0,0,0,0,0,0,0,0,0,0,0,0.015098746,0,0
asv20916,0,0,0,0,0,0,0,0.04084863,0.008782295,0,0,0,0.029820481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017167155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014605712,0,0,0,0,0,0,0,0,0,0,0,0.009063494,0,0,0,0.012896374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007525965,0,0,0.006276588,0,0,0
asv01310,0,0.045893489,0,0,0,0,0.017807627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv01979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029518711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006926071,0,0,0,0,0,0,0,0,0.042276488,0,0
asv15916,0.023483258,0.042601178,0,0,0,0,0.073774454,0.194030994,0.049541739,0.091486385,0.036824877,0,0,0.042793133,0.057320277,0,0.042182408,0.003628184,0,0,0.021161985,0,0,0.085847437,0,0.021261791,0.017758093,0.062620769,0.003229766,0.022600694,0,0,0,0,0,0,0.012680521,0.003906555,0,0,0,0,0,0.00745331,0.011103036,0,0.015592884,0,0.03009843,0,0,0.028993911,0,0.051100994,0,0.05830988,0.058320672,0.042149631,0.035961367,0.032833437,0,0,0.070682731,0.00598219,0,0,0,0,0.018206645,0.037630531,0,0,0,0.031255209,0,0,0.037994661,0,0.028129861,0,0,0,0,0,0.051569253,0,0.021773935,0,0,0.008003201,0,0.057640104,0.366374851,0,0
asv17552,0,0,0.037583893,0,0.015255789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005153709,0.031315707,0,0.018356804,0,0,0,0,0,0,0.008071676,0,0,0,0,0,0,0,0,0,0.01841927,0,0.002570562,0,0,0,0.027609933,0,0,0,0.030673801,0,0,0.044278066,0.025194239,0.013422,0,0,0,0.010920437,0,0.038554217,0,0.022246758,0,0.030821865,0,0.021984712,0,0,0,0.010361314,0,0,0.042407989,0,0,0,0,0,0,0.017602816,0,0,0,0,0.008329863,0,0,0,0,0.039256739,0,0
asv18120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040677178,0,0.004932773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063692312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038817364,0,0,0,0
asv23194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015463419,0,0,0.024151673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014092163,0,0
asv24154,0,0,0,0.055952254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01767766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048315987,0,0
asv33836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023788695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078653778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02236928,0
asv33841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099644346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv43286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029683808,0,0.116733084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv46867,0,0,0,0,0,0,0,0,0,0,0,0,0.037516955,0,0,0,0,0,0.009095161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084552976,0,0
asv50614,0,0,0,0,0,0,0,0,0.033532399,0.033161101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027731559,0.032670841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001951791,0,0,0,0,0,0,0,0.01451332,0,0,0,0.008230859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv41287,0.020733553,0,0.046532438,0.026643931,0.005085263,0.004574356,0,0.025530394,0.007224837,0,0,0,0.028859196,0,0,0,0,0.006546684,0,0,0.006187183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025308656,0,0,0,0.007302856,0,0.009392317,0,0.008541273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019408682,0,0,0,0.040645817
asv43544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037692373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13580,0,0,0,0,0,0,0,0,0.008782295,0.024216984,0,0,0.01491024,0,0,0,0.011322011,0,0.011693779,0,0.019238169,0,0,0,0.005900401,0,0,0.028626637,0,0.01372185,0,0,0,0.00868453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024208279,0,0,0,0.011279847,0,0,0,0.021486563,0,0,0.015973023,0.011700468,0,0,0,0.024184247,0,0,0,0,0,0.012419018,0.00411543,0,0,0.021403693,0,0,0,0.014892279,0,0.011031329,0,0,0,0,0,0,0,0,0,0.009704341,0,0.069500596,0,0
asv19687,0,0,0.014317673,0,0.071263003,0.027446137,0,0,0.031995706,0.012108492,0,0.030483431,0.079795367,0.028528755,0.026271794,0,0.02448866,0.011903061,0,0,0,0,0,0,0,0,0,0,0,0.005273705,0,0,0,0,0,0,0.021411721,0,0,0.024503131,0,0.003773122,0,0,0,0,0,0.005550485,0.046266488,0,0,0.03080032,0.005343085,0.01238812,0.010734077,0,0.044393554,0,0,0.06840352,0.014292039,0,0.036947791,0.00678774,0.021979571,0,0.013869839,0,0.009103323,0.015679388,0.026907872,0,0.014538427,0,0,0.011134522,0.025010678,0,0.019856372,0,0,0,0,0.00484825,0.009026221,0,0,0,0,0,0,0,0.03297028,0,0
asv00055,0,0.013385601,0,0,0,0,0.010175787,0.007659118,0,0,0.012274959,0,0.008946144,0,0.016718414,0.040988911,0,0,0,0,0.001923817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
