,1AO_1,1AO_5,1AO_3,1AO_29,1AC_7,1AC_9,1AC_8,1AC_33,1NO_13,1NO_15,1NO_17,1NO_37,1NC_19,1NC_20,1NC_21,1NC_43
asv30077,0.012339585,0.040662038,0,0,0,0,0.012198593,0,0,0.011019689,0,0,0,0,0.025286581,0.019313154
asv31344,0,0,0,0,0,0,0,0,0,0,0,0.034712707,0,0,0,0
asv32925,0,0,0.021678696,0,0,0,0,0,0,0,0,0.010961907,0,0,0,0
asv34624,0,0,0,0.00613996,0,0.005622294,0,0,0,0,0,0,0,0,0.019667341,0.012290189
asv39643,0,0.002259002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv40349,0,0.033615552,0,0.00767495,0,0.027174422,0,0,0,0,0,0,0,0,0,0
asv45082,0,0,0,0,0.017159474,0.007268234,0,0,0.0249781,0,0.046917519,0.067598429,0.006482892,0.008562721,0,0
asv53177,0,0,0,0,0,0,0.036595779,0,0,0,0,0,0,0,0,0
asv00043,0,0,0,0,0,0,0,0,0,0,0,0,0.016796685,0,0,0
asv01084,0,0,0,0,0,0,0,0,0,0,0,0.115100027,0,0,0,0
asv10135,0,0.018232164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv12642,0,0.052157232,0,0.055259644,0.051445518,0.038419011,0.153160113,0.087567208,0.021596166,0,0,0,0.048523758,0.02874279,0.241627332,0.075496875
asv12992,0,0.003012003,0.011476957,0.019954871,0.019187914,0.054911033,0,0,0,0,0.09852679,0.007307938,0.200073377,0.094729724,0.134861767,0
asv18969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073741134
asv21722,0,0,0,0,0.016198267,0.01967803,0,0,0,0,0,0,0,0,0,0
asv25268,0,0,0,0,0,0,0,0,0.032800395,0,0,0,0,0,0,0.008778706
asv39770,0,0.015953143,0,0,0,0,0,0,0,0,0.006255669,0,0,0,0,0.035114825
asv44680,0,0,0,0,0,0,0,0,0,0,0,0,0.045589142,0.011497116,0,0
asv44923,0.038351728,0,0,0,0,0,0,0,0,0,0,0,0.006446028,0,0,0.015801671
asv46390,0,0,0,0,0.010123917,0,0,0,0,0,0,0,0.040517892,0,0,0
asv48304,0,0,0,0,0,0,0,0,0.010274023,0,0,0,0.01565464,0,0,0
asv49639,0,0,0,0,0,0,0,0,0,0,0,0,0.109423477,0.037065049,0.109575185,0
asv55058,0,0,0,0,0,0,0.021686388,0,0,0,0,0,0,0,0,0
asv22357,0,0.010825347,0,0,0,0,0,0,0.012475599,0.026630914,0,0,0,0,0,0
asv08001,0,0,0,0,0,0.140488007,0,0,0,0.016529533,0.153263895,0,0,0,0,0
asv37758,0,0,0,0,0,0,0,0,0.031109428,0,0,0,0,0,0,0
asv51207,0,0.021977149,0,0,0,0.010902351,0.018975589,0,0,0.041492632,0.073504113,0.118753997,0,0,0,0.079008357
asv18256,0,0,0,0,0,0,0,0,0,0,0,0,0.004665746,0.001916186,0.011238481,0
asv24463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022824637
asv55290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042144302,0
asv14027,0.045619566,0.018072017,0,0,0,0,0,0,0.022989467,0,0,0,0,0,0,0.036870567
asv20796,0,0,0,0.049119683,0,0,0,0,0,0,0,0,0,0,0,0
asv28101,0,0,0,0,0,0.016866883,0,0.015762097,0,0,0,0.010961907,0,0,0,0
asv03460,0,0,0,0,0,0.014055736,0,0,0,0,0,0,0,0,0,0
asv07224,0,0,0,0.096704376,0,0,0,0,0,0,0,0,0,0,0,0
asv22187,0,0,0,0,0,0,0,0,0.075587454,0,0,0,0,0.007544513,0,0
asv35853,0,0.00113951,0,0.016884891,0,0,0,0,0.006269855,0,0,0,0,0,0,0
asv53791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025286581,0
asv02007,0,0,0,0,0,0,0.046083574,0,0,0,0,0,0,0,0,0
asv02416,0,0,0,0.00767495,0.066777634,0.005622294,0,0,0,0,0,0,0,0,0,0
asv02635,0,0,0,0.016884891,0,0,0,0,0,0,0,0,0,0,0,0
asv03915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052695116,0,0
asv05839,0,0,0,0,0.015131035,0,0,0,0,0,0,0,0,0,0,0
asv06124,0,0,0,0.00613996,0,0,0,0,0,0.009183074,0,0,0,0,0,0
asv07733,0,0,0,0,0,0,0,0,0,0,0.012511338,0.009134923,0,0,0,0
asv08714,0,0,0.003825652,0,0,0,0,0,0,0,0,0.009134923,0,0,0,0
asv14163,0,0,0,0,0,0,0,0,0,0,0,0,0.009331492,0,0,0
asv14538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842886,0
asv14676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056884423,0,0
asv14952,0,0,0,0.00613996,0,0,0,0,0,0,0,0,0,0,0,0
asv17325,0,0,0,0,0,0,0,0,0,0.045915369,0,0,0,0,0,0
asv19838,0.014517159,0,0,0,0.045528377,0,0,0,0,0,0,0,0,0,0,0
asv20891,0,0,0,0,0,0.003748196,0,0,0,0,0,0,0,0,0,0
asv21208,0,0,0,0,0,0,0,0,0,0,0,0,0.032660222,0,0,0
asv21318,0,0,0,0,0.006052414,0,0,0,0,0,0,0,0,0,0,0
asv23124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165750091,0,0
asv24166,0,0,0,0,0.055480461,0,0,0,0,0,0,0,0,0,0,0
asv26435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026405794,0,0
asv26493,0,0.006024006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv29027,0,0,0,0,0.011096092,0,0,0,0,0,0,0,0,0,0,0
asv33795,0,0,0,0,0,0.038158229,0,0,0,0,0,0,0,0,0,0
asv34826,0,0,0,0,0,0,0,0,0,0.013774611,0,0,0,0,0.016857721,0
asv41100,0.004355148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv45300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118499196,0,0
asv51525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035114825
asv25016,0,0.122432679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv55182,0,0,0,0,0,0,0,0.029772851,0,0,0,0,0,0,0,0
asv00873,0,0,0,0,0.013113563,0,0,0,0,0,0,0,0,0,0,0
asv09488,0,0,0,0,0.017210658,0,0,0,0,0,0,0,0,0.005029675,0,0
asv13919,0,0,0,0,0,0,0.231773269,0,0,0,0,0,0,0,0,0
asv17239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043651468,0,0
asv22197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594255624,0,0
asv26969,0,0.007406817,0,0,0,0,0,0,0,0,0,0,0,0.00958093,0,0
asv28251,0,0.01054201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv28424,0,0.004558041,0,0,0.003026207,0,0,0,0,0,0,0,0,0,0,0
asv00875,0,0,0,0,0,0,0.029818783,0.015762097,0,0,0.045353602,0,0,0,0,0
asv01058,0,0.006777006,0,0,0.02320092,0.054202142,0,0,0,0,0,0,0.02326729,0.034130654,0.014048101,0
asv04308,0,0,0,0,0,0.017490214,0,0.028021507,0,0,0,0,0.012130939,0,0.022476961,0
asv23049,0,0,0,0,0,0.016353527,0,0,0,0,0,0,0,0,0,0
asv29997,0,0,0,0,0,0,0,0.015762097,0,0,0,0,0,0,0,0.01404593
asv39318,0,0,0,0,0,0.008290843,0.051505171,0,0,0,0,0,0.008398343,0,0,0
asv54402,0,0,0.019128261,0,0,0,0,0,0,0,0,0.023750799,0,0,0,0
asv54500,0,0.0281844,0,0,0,0.015929834,0.012198593,0.036778227,0,0.011937996,0.035970098,0.014615876,0.015863536,0.054011397,0.061811643,0
asv34089,0,0,0,0,0.003026207,0.005451176,0,0,0,0,0,0,0,0,0,0
asv37095,0.076743996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv43457,0,0,0,0.085959446,0,0,0,0,0,0,0,0.160774641,0,0,0,0.007022965
asv00181,0,0,0,0,0,0.002811147,0,0.02101613,0,0.018233692,0,0,0,0,0,0
asv00425,0,0.066200927,0.011476957,0.026094832,0,0.065418211,0.023041787,0.005254032,0.050923615,0.066118131,1.626473992,0.032885722,0.01119779,0.004790465,0.022476961,0.010534448
asv01049,0,0.011964858,0,0,0,0,0,0,0.008545847,0.037356615,0,0,0,0,0,0
asv01453,0,0,0.020403479,0,0,0,0,0.110334682,0,0,0,0,0,0.031435469,0,0
asv01601,0,0,0,0,0,0,0,0,0.006604729,0,0,0,0,0,0,0
asv03632,0,0,0,0,0,0,0.074546958,0.066551078,0,0,0,0.009134923,0,0,0,0.135192078
asv04365,0,0,0,0,0,0,0,0,0,0,0.032842263,0.237507993,0,0,0,0
asv05125,0,0.004518004,0,0,0,0,0,0,0,0.012856303,0,0,0,0,0,0
asv05272,0,0,0,0,0,0.018398744,0,0,0.007338588,0.009183074,0,0,0,0,0,0
asv07270,0.036931294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv07484,0.006532722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv07890,0.05715509,0.189240317,0.048458262,0.058329624,0.003037175,0.040773842,0,0,0.045999547,0.105178905,0.256482437,0.211930209,0.015863536,0.028920632,0.033715442,0.021068895
asv10920,0,0.009116082,0,0.012279921,0,0,0,0.091069896,0,0,0,0,0,0,0,0.015801671
asv11446,0,0,0,0,0,0.008176763,0,0,0,0,0,0,0,0.021855792,0,0
asv11698,0,0.004518004,0,0,0,0,0,0,0,0,0,0,0.004665746,0,0.028096201,0
asv14931,0,0.002848776,0,0.039909743,0,0,0,0,0,0,0.068812361,0,0,0,0,0
asv15321,0,0,0,0,0,0,0,0,0,0.014692918,0,0,0,0,0,0
asv16327,0,0.045260116,0.016577827,0.00613996,0.007068462,0.026575507,0.039306578,0.015762097,0.025637542,0.027402227,0.11572988,0.031058738,0.010264641,0.017245674,0.033715442,0.003511483
asv17182,0,0,0,0,0,0,0,0,0,0.019284455,0,0,0,0,0,0
asv19194,0,0,0,0,0,0,0,0,0,0,0,0,0.012892057,0,0.022476961,0
asv19290,0,0,0,0,0,0,0,0,0,0,0,0.138850827,0,0,0,0
asv19318,0,0.042061787,0,0,0,0,0.016264791,0,0.006966505,0,0.104782459,0,0,0,0,0
asv21649,0.005806864,0,0.007651305,0.018419881,0.012126764,0.006559343,0,0,0,0,0,0,0,0,0,0
asv22458,0,0.00227902,0,0,0,0,0,0,0,0,0,0,0,0.113054975,0,0
asv23114,0,0,0,0,0,0.047304665,0,0,0,0,0,0,0,0,0,0
asv24952,0,0,0,0,0,0,0.033884981,0,0,0,0.034406181,0.029231753,0,0,0,0
asv25334,0,0,0,0,0.0364461,0.006559343,0,0,0,0,0,0,0,0,0,0
asv27786,0.026988253,0.006777006,0,0,0,0,0,0,0,0,0.043789684,0,0,0,0,0
asv29249,0,0,0,0,0,0,0,0,0,0,0.010947421,0,0,0,0,0
asv29509,0,0,0.025504348,0,0,0,0,0,0.002935435,0,0.015639173,0,0,0,0,0
asv29849,0,0,0,0,0.003037175,0,0,0,0,0,0,0.009134923,0,0,0,0
asv30992,0.032663608,0.070799004,0.028054783,0.076749505,0.132422228,0.162154214,0.103010342,0.085815864,0.148485606,0.074720499,0.025022677,0.078560336,0.147559713,0.061317953,0.179815689,0.154505232
asv31485,0,0.006267306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv32726,0.021775739,0.015383388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv34430,0,0.081544278,0,0.081354475,0,0,0,0,0.037714157,0.014692918,0,0,0.007465194,0.014371395,0,0
asv38714,0,0,0.010201739,0.030699802,0,0,0,0,0.009056457,0,0,0,0,0,0,0
asv43553,0,0,0,0.00613996,0,0,0.012198593,0,0,0,0,0,0,0.003832372,0,0.050916497
asv45165,0,0,0,0,0,0,0.047438973,0.309987916,0,0,0,0,0,0,0,0
asv45287,0,0,0,0,0,0,0.097588745,0,0,0.009653131,0.046917519,0,0,0.020119953,0,0
asv47731,0,0,0,0,0,0,0,0,0.008072447,0,0,0,0,0,0,0
asv48228,0,0.024052906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv49365,0,0,0,0,0,0,0,0,0,0.061100151,0,0,0,0,0,0
asv49648,0,0.036017763,0,0,0,0,0,0.014010753,0,0,0,0,0,0,0.016857721,0
asv52463,0,0,0,0,0,0,0.004066198,0,0,0.004591537,0.010947421,0,0,0,0,0
asv52716,0,0,0,0,0,0,0,0,0.008072447,0,0,0,0,0.005029675,0,0
asv53670,0,0,0,0,0.037352467,0,0,0,0.008072447,0,0.010947421,0,0.009257764,0,0,0
asv08673,0,0.00227902,0,0,0,0,0,0.026270162,0,0.006428152,0,0,0,0,0,0
asv16176,0,0,0,0.012279921,0.013146468,0.017490214,0.004066198,0,0,0,0.012511338,0,0.024986132,0.039758981,0.016857721,0.019313154
asv04421,0.077666802,0,0,0,0,0.013627939,0,0,0.066909368,0.014692918,0,0,0,0,0,0
asv08268,0.08565124,0.167320143,0,0.082889465,0,0,0.182978896,0,0,0,0.050045354,0.018269846,0,0,0,0
asv12073,0,0.00227902,0,0,0.019165977,0,0,0,0,0.005509844,0.007819587,0,0,0,0.028096201,0.02809186
asv14431,0,0.005127796,0.029330001,0.023024851,0,0.011244589,0.044728175,0,0,0,0,0,0,0,0,0.029847602
asv14936,0.046164117,0,0,0,0.064559082,0,0,0.119091403,0,0,0,0,0,0.046946558,0.151719488,0.100077253
asv15272,0,0,0.014027392,0,0,0,0,0,0,0,0,0,0,0,0,0
asv22797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129924854
asv23703,0.222785719,0.221793352,0.08416435,0.135079129,0,0.062578544,0.138250722,0,0.074545622,0.031222451,0.117293798,0.082214305,0.120400083,0.121373475,0,0
asv25523,0,0,0,0,0,0,0,0,0,0,0,0,0.010129473,0.005029675,0,0
asv30885,0,0,0,0.210293644,0,0,0,0,0,0,0,0,0,0,0,0
asv34245,0,0,0.091815655,0,0,0,0,0,0,0,0,0,0,0,0,0
asv34403,0,0,0,0.012279921,0,0,0,0,0,0,0,0,0,0,0,0
asv41281,0.02808949,0.076742937,0,0.015349901,0,0.007268234,0.040661977,0,0.020872614,0.037657871,0.039097933,0.062117475,0.019338085,0.011497116,0.042144302,0
asv42065,0.211319141,0.19910632,0,0.204153683,0.147538639,0.176979984,0.224996273,0.274961033,0.201925058,0.036732295,0.112602046,0,0.046963921,0.207000689,0.258485053,0
asv45532,0.066778933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv52892,0,0,0,0,0,0.014536468,0,0,0,0,0,0,0,0,0,0
asv55296,0,0,0.432298707,0,0,0,0,0,0,0,0,0,0,0,0,0
asv10865,0.088029267,0.102035444,0.063760871,0,0.067830242,0,0.135539923,0,0.044765385,0.105993832,0.0813237,0.197314333,0.055988952,0.054611302,0,0.086031322
asv01595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005748558,0,0
asv09728,0.015243017,0,0,0,0,0,0.028463384,0.024518818,0,0,0,0,0,0,0,0
asv13951,0,0,0,0,0,0,0,0,0,0,0,0,0.008398343,0,0,0
asv17355,0,0.00227902,0,0,0,0,0,0,0,0.014692918,0,0,0,0,0,0
asv40395,0,0,0,0,0,0,0,0.019264786,0,0.011937996,0.051609271,0.032885722,0,0.008801931,0,0
asv53108,0.0500842,0.01054201,0,0,0,0,0,0,0,0,0,0,0,0.016287581,0,0
asv02210,0,0,0,0,0,0,0,0,0,0,0.026586594,0,0.038971082,0,0,0
asv05363,0,0.014813633,0,0,0,0,0,0.045534948,0,0,0,0,0,0,0,0
asv06436,0,0,0,0,0,0,0,0,0,0,0,0.054809537,0,0,0,0
asv36650,0,0,0,0,0,0.008433441,0,0,0,0,0,0,0,0,0,0
asv41486,0,0.008546327,0,0,0.015131035,0,0.012198593,0.022767474,0,0,0,0,0,0.041616304,0.044953922,0.031603343
asv54286,0.010162011,0,0.008926522,0,0,0.013627939,0,0,0,0,0,0,0,0.006706651,0,0
asv02506,0,0.002259002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv04687,0,0,0,0,0,0,0,0,0,0,0.007819587,0,0,0,0,0
asv05050,0,0,0,0,0,0,0.031174182,0,0,0,0,0,0,0,0,0
asv18040,0,0,0,0.00460497,0,0,0,0,0,0,0,0,0,0,0,0
asv23651,0,0,0,0,0,0,0,0,0,0,0,0,0.005525167,0,0,0
asv25728,0.015968875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv34013,0,0,0,0,0,0,0,0.014010753,0,0.00429028,0,0,0,0,0,0
asv34297,0.037018756,0,0,0,0.025276888,0,0.130118326,0.115588714,0,0,0,0,0,0,0,0
asv37153,0.029034319,0,0,0,0.050619584,0,0,0,0,0,0,0,0,0,0,0
asv37506,0,0.005697551,0,0,0,0,0,0,0.002935435,0,0,0,0,0,0,0
asv41576,0,0,0,0.033769782,0,0,0,0,0.093078133,0,0,0,0,0,0,0.029847602
asv41889,0,0.044427042,0,0.010744931,0,0,0,0,0,0,0,0,0,0,0,0
asv50746,0,0,0.042082175,0.00767495,0,0,0,0,0.016144893,0,0,0,0,0,0,0
asv53841,0.026856745,0.033045797,0,0,0,0,0,0.178637104,0.03297613,0.007507991,0,0,0,0,0,0
asv54606,0,0.097044696,0,0.089029426,0,0.313499843,0.081323954,0,0,0,0,0,0,0,0,0
asv54774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028096201,0
asv55254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017603863,0,0
asv04829,0,0,0,0,0,0,0,0.558678786,0,0,0,0,0,0,0,0
asv04992,0.022016733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13898,0,0,0,0,0.004049567,0,0,0,0,0,0,0,0,0,0,0
asv46384,0.054320603,0.050224685,0.024229131,0.082889465,0,0,0.027107985,0,0.040788119,0.04410783,0.05786494,0,0,0,0,0
asv47620,0,0.094662504,0,0,0.063780675,0,0.054215969,0,0,0,0,0,0,0,0,0
asv02329,0.359128273,0.118509065,0.241016093,0.093634396,0.135378971,0.274506333,0,0.190896513,0.207380349,0.303466262,0.320603047,0.197314333,0.261366312,0.341312805,0.379298719,0.272139897
asv04689,0,0,0,0,0,0,0,0.040280916,0,0,0,0,0,0,0,0.143970784
asv08422,0.02272695,0,0.07906348,0.096704376,0,0.026237373,0,0,0.195314041,0.375557026,0,0.089522244,0,0,0,0
asv10099,0.056616921,0.026355025,0.146650004,0.293183109,0,0.013627939,0,0,0,0,0,0,0,0,0,0
asv13097,0,0,0,0,0.091794944,0,0,0,0,0,0,0,0,0,0,0
asv13946,0.04645491,0.121487192,0,0,0.795125644,0,0.040661977,0.033275539,0,0,0,0,0.064976379,0.21149684,0.118004046,0
asv15265,0,0,0,0,0,0,0,0,0.017416263,0,0,0,0,0,0,0.050916497
asv18361,0,0,0,0,0,0,0.032529582,0,0,0.033977373,0,0,0.113180649,0.146703451,0,0
asv20707,0,0.078312074,0,0,0,0,0.066414562,0,0,0,0,0,0,0.090534151,0,0
asv25292,0.026130887,0,0,0.099774356,0,0,0,0,0,0.032177103,0.106346376,0.08404129,0.058014255,0,0.056192403,0.154505232
asv29895,0,0.255775396,0.081613915,0.179593842,0,0.063719335,0,0,0.153703322,0,0,0.12423495,0.072195813,0.267118833,0.109575185,0
asv33339,0,0.04228815,0,0,0,0,0,0,0.006966505,0,0,0,0,0,0,0
asv37939,0,0,0,0,0,0,0,0,0,0,0,0,0.083467331,0,0,0
asv38967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031617069,0,0
asv46552,0.178752254,0.225684627,0.08926522,0.165778931,0.183911618,0.204085056,0.062348365,0.37478765,0.093967113,0.771912058,0.300272122,0.237507993,0.491583087,0.668547275,0.663070353,0.305498982
asv46845,0,0,0,0,0,0.018740981,0,0,0,0,0,0,0,0,0,0
asv50659,0.066778933,0.076130064,0,0.055259644,0,0,0,0,0.116683545,0,0,0,0,0,0,0.215956177
asv53287,0,0,0,0,0,0,0.119275132,0,0,0,0,0,0,0,0,0
asv53922,0,0,0,0,0.021183449,0.097530453,0,0,0,0,0,0,0.037043344,0,0,0.043893532
asv06587,0.011613727,0,0,0,0,0,0.021686388,0,0,0,0,0,0,0,0,0
asv12350,0.089371498,0.124665502,0.1683287,0,0,0,0,0,0,0,0.070376279,0.073079382,0,0,0,0.091298546
asv12803,0,0,0,0.026094832,0,0,0,0,0,0,0,0,0.030388419,0,0,0
asv19969,0,0,0.043357392,0,0.02320092,0.044350919,0,0,0,0,0,0,0,0,0,0
asv38650,0.214012861,0.099593197,0,0.376072574,0,0,0,0,0.025674751,0.138715296,0,0.025577784,0,0,0,0
asv00659,0,0,0,0.058329624,0.04252045,0.028111471,0.081323954,0,0,0,0,0,0,0,0.081478984,0.059695203
asv05529,0,0,0,0,0.01613977,0.016353527,0,0.059545701,0.032093438,0.038899242,0,0,0.03867617,0.03017805,0,0
asv08958,0.010653258,0,0.028054783,0,0,0,0,0,0.024951198,0,0,0,0,0.064070747,0,0
asv09474,0,0,0.008926522,0.010744931,0,0,0,0,0,0,0,0,0,0,0,0
asv10900,0.018872307,0,0,0,0,0,0,0,0.023473174,0,0,0,0,0,0,0
asv21807,0.02272695,0.012801012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv23448,0,0,0,0,0,0,0,0,0,0.072582627,0,0,0,0,0,0
asv37308,0,0.015953143,0,0,0,0,0,0,0.177782135,0,0.048481436,0,0,0.052811588,0,0
asv51816,0,0,0,0,0,0,0,0,0,0,0,0,0.091963978,0,0,0
asv53903,0.019175864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv54822,0,0,0,0,0,0,0,0.014010753,0,0,0,0,0,0,0,0
asv18575,0.03266999,0,0,0,0,0,0,0.040280916,0,0,0,0,0,0,0,0
asv37250,0.045369314,0.03935622,0.057384784,0.038374752,0.107068564,0.09176556,0.172135703,0.241685494,0.016022962,0.01744784,0.05786494,0.065771444,0.144649674,0.213825066,0.179815689,0.08251984
asv54803,0.031249556,0,0,0.127404178,0,0,0.028463384,0,0.055231738,0,0,0,0,0,0,0
asv19098,0.093961257,0.003765004,0,0,0,0.009085293,0.023041787,0,0,0,0,0,0,0,0,0
asv46918,0,0,0,0,0,0.027174422,0,0,0,0,0.032842263,0,0.016796685,0.00958093,0,0.043893532
asv01205,0,0.012801012,0.029330001,0.058329624,0,0.02543882,0,0,0,0,0,0,0,0,0,0
asv02212,0,0,0.015302609,0,0,0,0.016264791,0,0,0,0,0,0,0,0,0
asv15889,0.055891063,0,0,0.010744931,0,0,0,0,0,0,0,0,0,0,0,0
asv16470,0,0,0,0,0,0,0.006776996,0,0,0.00429028,0,0,0,0,0,0.017557413
asv17388,0,0,0,0,0,0,0.03524038,0,0,0,0,0,0,0,0,0
asv19474,0,0,0,0.013814911,0.019165977,0.009993822,0.013553992,0.017513442,0,0,0,0,0.009208612,0,0,0
asv21637,0.130955114,0.05307346,0.026779566,0,0,0,0,0,0.008806305,0,0,0,0,0,0,0
asv26631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011497116,0.030905822,0.010534448
asv28092,0,0,0,0.033769782,0,0,0,0,0,0,0,0,0,0,0,0
asv35100,0,0,0,0,0,0,0,0,0,0,0,0,0.020344962,0.005748558,0,0
asv36478,0.061385111,0.137833005,0.095641307,0.061399604,0.023233824,0.087023275,0.490654522,0.147112909,0.131553051,0.094475011,0.020330925,0.043847629,0.017729835,0.039579886,0.070240503,0.121146148
asv52070,0,0,0,0,0,0,0,0,0.004403153,0,0,0,0,0.008801931,0,0
asv09211,0.037603847,0.008283008,0,0,0,0.012181638,0,0,0,0,0,0,0,0,0,0
asv35050,0,0,0,0,0.03434454,0.014536468,0,0,0,0.00214514,0,0,0,0.008801931,0,0
asv12672,0.037018756,0,0,0,0,0.007496392,0.033884981,0.010508065,0.003483253,0.029855893,0.046917519,0.036539691,0,0.007544513,0,0
asv45834,0,0,0,0,0,0.06479488,0,0,0,0,0,0.049328583,0,0,0,0
asv13245,0,0,0,0,0,0,0,0,0,0,0.010947421,0,0,0,0,0
asv34621,0,0.014143786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv02439,0,0,0,0,0,0.00937049,0.044728175,0.019264786,0,0,0,0,0,0,0,0
asv02471,0,0,0.040806958,0,0.259925083,0,0.012198593,0.255696247,0,0,0,0,0,0,0,0
asv04838,0,0,0.066311306,0.047584693,0,0,0,0,0,0,0,0.027404768,0,0,0,0
asv06232,0,0.13216625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv06614,0,0,0,0,0,0,0,0.019264786,0,0,0,0,0.004665746,0,0,0
asv07917,0.041902814,0.05028474,0,0.061399604,0,0.048152051,0,0,0.068393681,0,0,0,0,0,0,0
asv13762,0,0.017092654,0,0,0,0.016866883,0,0,0,0,0,0,0.056737781,0,0,0
asv16492,0,0,0,0,0,0,0,0,0,0,0,0,0.017496363,0,0,0
asv18265,0.034115324,0,0,0,0.034421317,0,0.135539923,0.274961033,0.019814187,0,0.096962873,0,0,0.036407534,0,0.117634665
asv18879,0.042613031,0.138262632,0.081613915,0.087494436,0,0,0,0,0.110494396,0.029385836,0.05786494,0.058463506,0,0.055569395,0,0
asv23243,0.013065443,0,0,0,0,0,0.249393459,0.096323929,0,0,0,0,0,0,0,0.105344476
asv27587,0,0,0,0,0,0,0,0,0,0.039487217,0,0,0,0,0,0
asv27973,0,0,0.015302609,0,0,0,0.037951179,0.082313175,0,0,0,0,0,0,0,0
asv29397,0,0,0,0,0,0.121123694,0,0,0,0,0,0,0.072134373,0.103769612,0.286581254,0.045649273
asv30290,0,0,0,0,0.100018382,0.01271941,0,0,0,0,0,0,0,0.052155327,0.030905822,0.115878924
asv33191,0,0.049714985,0.014027392,0.038374752,0,0,0,0,0,0,0,0,0,0,0,0
asv45495,0,0.019941429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv47319,0,0.021650695,0,0,0,0,0,0,0,0,0,0,0,0.020119953,0,0
asv52648,0,0,0,0,0,0.023426226,0,0,0,0,0,0,0.063454145,0,0,0
asv51480,0.009436154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv17936,0,0.033618632,0.036981305,0.029164812,0.05455947,0.021804703,0,0.11383737,0.007663156,0.024808837,0.05786494,0.058463506,0.090171408,0.31310855,0.247246572,0.054427979
asv27901,0,0,0,0,0.00706115,0.008176763,0,0,0,0,0,0,0.004665746,0,0,0
asv33773,0,0,0,0,0,0,0,0.008756721,0,0,0,0,0,0,0,0.021068895
asv50537,0,0,0.003825652,0,0.014147891,0.02296991,0,0.015762097,0,0,0.026586594,0.021923815,0.010264641,0.085446867,0,0
asv04093,0,0,0,0,0,0,0,0.033275539,0,0,0,0,0.015863536,0,0,0
asv29699,0,0,0,0,0,0,0,0.008756721,0,0,0,0,0,0,0,0.015801671
asv36336,0,0,0,0,0,0.007496392,0.028463384,0,0,0,0,0,0.009208612,0,0,0
asv54551,0.005806864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv45049,0.037641511,0.022466831,0.051008697,0.036839762,0.012104828,0.048779486,0.01762019,0.127848123,0.038799485,0.077188702,0.051609271,0.087695259,0.060654697,0.116522894,0.036525062,0.012290189
asv02244,0,0,0,0,0,0,0,0,0.009540164,0,0,0,0,0,0,0
asv02263,0,0,0,0,0,0,0,0,0,0.063281635,0,0,0,0,0,0
asv02367,0.006532722,0,0,0,0,0,0.040661977,0.014010753,0.004179903,0,0,0.032885722,0,0,0,0
asv04991,0.00362929,0,0,0,0,0,0,0.022767474,0,0,0,0.021923815,0,0,0,0
